conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:9591_conv:19183,4,anxious,I have to get surgery tomorrow morning. I am getting my wisdom teeth taken out_comma_ and I am pretty nervous about it.,244,I've had that done before.  The waking up with gauze in your mouth is the worst part.,5|5|5_5|5|5,
hit:7895_conv:15791,3,prepared,I am going on a road trip next week and I spent the day yesterday getting ready.  I got the car checked_comma_ and made sure everything was in order,282,It is for fun.  I made sure the car was checked out before the trip.  I did not want any surprises on the road.,5|5|5_5|5|5,
hit:5889_conv:11778,2,impressed,My 6 year old son is making very good progress in learning how to swim.,466,Good for him! That's a very valuable skill to have_comma_ good on you for teaching him so early.,5|5|5_4|5|4,
hit:7889_conv:15779,2,sentimental,I read the best book the other day! It made me cry so hard and I was so emotional the rest of the day!,147,Awesome! What was the name of the book?,5|5|5_5|5|5,
hit:11322_conv:22645,2,anticipating,I have a big presentation at work,387,That is very exciting_comma_ I bet you are nervous for your presentation. A lot is riding on it.,4|4|4_5|5|5,
hit:7756_conv:15513,2,prepared,We live in a hurricane area. When one was coming_comma_ we had plenty of water and other supplies ,244,its always good to be prepared. I live in an area that gets hurricanes too.  I've even got a generator. ,5|5|5_5|5|5,
hit:3814_conv:7628,3,surprised,my husband started doing online work which caught me off guard,463,i didn't expect him to start doing that. he knew i did it but never mentioned any interest in it.,5|5|5_5|5|5,
hit:284_conv:568,2,devastated,My apartment was robbed..,103,Wow I am so sorry. That had to be so scary.  Were the cops able to find any evidence?,5|5|5_4|4|4,
hit:9032_conv:18065,3,impressed,I went to a show last night and saw a guy juggling chainsaws.  It was crazy.  Some people have some real talent,301,We went to a circus last night and i saw a guy juggling chainsaws.  It was crazy.  I would never try doing that,5|5|5_5|5|5,
hit:116_conv:232,4,caring,My cousin just got out of a 7 year relationship. Turns out she was cheating for the last 3 years.,27,ME too. She wasn't the right one obviously. Sucks to have put in so much time though,5|5|5_3|4|5,
hit:512_conv:1024,2,nostalgic,I was going through my son's closet and found a box of old newborn clothes. I went through them all and I saw some I had forgotten about. Seeing them all sent me down memory lane.,55,That sounds like a mixed bag of emotions.,5|5|5_4|5|5,
hit:1433_conv:2866,4,embarrassed,I let out a loud fart while eating lunch with my coworkers moments ago.,267,I can understand that,5|5|5_5|5|5,
hit:9796_conv:19592,5,disgusted,I woke up this morning to TWO spiders on my bed.  I have no idea how long they were there.,527,Screamed_comma_ evacuated.  lol.  My husband took care of the spiders.,5|5|5_4|5|5,
hit:6925_conv:13850,1,devastated,My father in law was diagnosed with pancreatic cancer when our daughter was just 9 months old.  He passed 9 months later so never really got to know her and never met our other daughter.,56,My father in law was diagnosed with pancreatic cancer when our first daughter was 9 months old.,5|5|5_5|5|5,
hit:9610_conv:19220,1,jealous,My friend won the big screen TV at the work raffle. He only put one ticket in there. I put all twenty of mine. That kind of bothers me.,297,My friend won the big screen TV at the work raffle. He only put one ticket in there. I put all twenty of mine. He is so lucky.,5|5|5_5|5|5,
hit:7746_conv:15493,3,disappointed,I had my air and heating guy come over for a routine check on the system.  He told me a need a new air conditiioner,282,I know.  The worst part is the unexpected cost of it all.,5|5|5_4|5|5,
hit:3296_conv:6593,3,trusting,My phone broke_comma_ so I attempted to buy a phone from a co-worker. I gave him the money and he promised to bring the phone the next day. He forgot it_comma_ but he did bring it the following day.,243,I did_comma_ but I started to get nervous when he forgot to bring it the next day. He did end up bringing it the following day though.,5|5|5_5|5|5,
hit:3169_conv:6339,2,hopeful,I was wishing that he would call me,226,Why not just call him? Its not unheard of.,5|5|5_4|5|5,
hit:1523_conv:3047,2,hopeful,I found a new girlfriend who is more in line with my interest. She is a wonderful person and makes me happy.,126,I am sure she is happy too,5|5|5_4|4|5,
hit:529_conv:1059,4,guilty,I ate the last one of my wife's favorite cookies.,175,what flavor was the cookie?,5|5|5_5|5|5,
hit:1269_conv:2539,1,anticipating,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me.,273,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me,4|4|4_5|5|5,
hit:10888_conv:21776,3,prepared,i am ready for univesity,706,because achieving my goals makes me prepared to deal with anything in life!,5|5|5_5|5|5,
hit:8486_conv:16972,2,sad,The rain yesterday made me feel a little down. I wanted to be out and about,473,I know what you mean! I got caught out in it by surprise_comma_ totally ruined my bike ride.,4|5|4_5|5|5,
hit:3286_conv:6572,4,hopeful,I got dumped by this girl but then she said that we could try to start over but slower. I thought it would work out but it didn't.,63,she sounds like a rude person.,5|5|5_5|5|5,
hit:8109_conv:16219,4,terrified,Yesterday snake came into our garden. I was in extreme fear about it.,1,What was the size?,5|5|5_5|5|5,
hit:11883_conv:23766,3,proud,My nephew is playing football this year.  He's all grown up :D,389,Heck yeah!  He's growing up so fast!  ,5|5|5_5|5|5,
hit:1998_conv:3996,7,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,286,I felt so bad for her. She seemed really shook up.,5|5|5_5|5|5,
hit:11840_conv:23680,1,sentimental,I got a gift from my late uncle. It was a clock.,375,Just got the most beautiful gift.,5|5|4_5|5|5,
hit:1736_conv:3473,2,sad,I was really broken up when we had to put our family dog to sleep,262,Oh no. Thats sad. What was wrong?,5|5|5_5|5|5,
hit:9471_conv:18943,4,devastated,I tried applying for college online because I need the financial aid and I don't have enough time to complete enrollment.,343,That seems strange in this day and age. I thought everything could be done online. Perhaps you could hand deliver those parts.,4|4|4_5|5|5,
hit:6902_conv:13804,1,terrified,I was so scared.  I was walking to my car and I thought I was going to be robbed.,160,I was so scared. I was walking to my car and I thought I was going to be robbed.,5|5|5_5|5|5,
hit:192_conv:384,1,grateful,I met with an accident once. Kindhearted passerby saved my life,43,I have a met with an accident once. one gentlemen saved my life,4|4|4_5|5|5,
hit:10790_conv:21581,1,trusting,I believed that my son would behave responsibly when I left him home alone for the weekend.,239,We took a big leap of faith with our teenage son this weekend. We left him home overnight alone for the first time.,5|5|5_5|5|5,
hit:7520_conv:15041,3,guilty,I was in charge of making sure that all the doors were locked after closing at work. Lat night I forgot to lock a door and someone got in and stole money and valuable items.,243,I forgot one door and someone got in and stole stuff.,4|5|5_5|5|5,
hit:622_conv:1245,1,lonely,I remember the time when my grandfather died and caused a family feud. It made my life quite alone_comma_ with no one I can relate to because I was young. ,187,I remember the time when my grandfather died and resulted in a family feud. It made my life quite alone. ,4|5|5_5|5|5,
hit:10367_conv:20735,3,jealous,When I was a kid I had a friend who got to go the dog show ever time it came around. Because I never got to go I started not liking them.,650,It often made me mad. And it made me not like them .,4|4|4_5|5|5,
hit:10994_conv:21989,2,nostalgic,I used to watch the original Sailor Moon when I was younger_comma_ and when the reboot started_comma_ I got to share it with my daughters.,90,Sailor Moon~!  That was the best show!  I've shared it with my kids_comma_ too.  And the laugh at the picture of me dressed up as Sailor Jupiter from loooooong ago!,5|5|5_5|5|5,
hit:1465_conv:2931,1,impressed,Young Mike Tyson videos never cease to amaze me...his dexterity_comma_ speed_comma_ and ungodly power back then definitely made him the Jack Dempsey of his generation.,119,I love watching young Mike Tyson videos...watching him brutally manhandle his opponents then send them straight to the canvas face first...never gets old,1|1|1_4|5|4,
hit:2311_conv:4623,1,disappointed,I was looking forward to hanging out with my friends but looks like I'm stuck at work.,1,I was looking forward to hanging out with my friends but looks like I'm stuck at work,5|5|5_5|5|5,
hit:8666_conv:17332,1,disappointed,My dog pooped on the rug today. Never have I been so let down.,209,My dog pooped on the rug today.,5|5|5_4|4|4,
hit:10367_conv:20735,4,jealous,When I was a kid I had a friend who got to go the dog show ever time it came around. Because I never got to go I started not liking them.,706,maybe in the future you'll get to go there!,4|4|4_5|5|5,
hit:4376_conv:8752,4,anxious,I am very nervous about my wife giving birth next month.,139,Congratulations. I wish you the best of luck. Parenthood is a blessing.,5|5|5_5|5|5,
hit:11064_conv:22129,3,ashamed,I acted like I shouldnt have the other day.,14,I was trying to open a bottle of bodywash to smell it and it squirted out all over me and my cart.,5|5|5_4|3|4,
hit:3339_conv:6679,1,terrified,I once went to a haunted house_comma_ and it was so scary! People were jumping out of corners while walking through it.,366,There was this haunted house that was so scary! The characters would jump out at you around corners throughout the house!,5|5|5_5|5|5,
hit:2962_conv:5925,4,furious,I was behind a guy going 10 miles per hour under the speed limit the other day. But when we got to a light that just turned yellow he floored it leaving me at the red light. ,431,Yes_comma_ Better safe than sorry I guess.,4|4|4_4|4|5,
hit:3384_conv:6768,2,content,I spent a long day planting the garden. At the end of it all I was happy with what I had accomplished and felt good about myself.,20,That sounds great! What are you growing?,4|4|5_5|5|5,
hit:6497_conv:12995,4,terrified,I saw this scary movie the other day that made me jump out of my chair! I had to sleep with the lights on!,238,oh yea that was creepy,4|5|5_5|4|4,
hit:377_conv:754,3,guilty,I felt this way after not returning to work after my maternity leave.,123,I have decided to stay home with my daughter.,5|5|5_5|5|5,
hit:9345_conv:18690,4,afraid,I heard this strange crash noise in the garage. I thought it might have been an intruder_comma_ but it was a raccoon! ,55,Oh that's a relief though!,5|5|5_5|5|5,
hit:9246_conv:18493,2,surprised,I couldn't believe that my friend won the lottery!,27,wow how much,3|3|4_5|5|5,
hit:3962_conv:7925,1,anxious,I was super nervous about the day today as a semi family member has been acting up and I didn't want them to ruin anyones day. They did unfortunately. I'll just never understand people who like to make everyone else miserable just because they are.,296,I was super nervous about the day today as a semi family member has been acting up and I didn't want them to ruin anyones day.,5|5|5_4|4|3,
hit:11898_conv:23797,2,joyful,red dead redemption 2 is coming out which looks awesome,274,I can't wait either_comma_ I am looking forward to it as well.  Do you know when the release date is?,5|5|5_5|5|5,
hit:8983_conv:17967,1,apprehensive,i have a doctors appointment this thursday and i'm very worried about it.,463,i have a doctors appointment this thursday and i'm very worried about it.,5|5|5_5|5|5,
hit:8643_conv:17286,2,content,I felt content when I finally quit my job and decided to go my own way in life.,209,I am an officer in the United States Navy_comma_ but I agree with you. How about yourself?,4|4|4_5|5|5,
hit:4369_conv:8738,4,caring,My sister has been down in the dumps lately after a breakup. I made her come over to watch funny movies and eat popcorn and pizza to get her mind off of it.,273,Yeah_comma_ that's a good idea. That's always a solid way to go about it. My roommate had a breakup 6 months ago. I tried not to give any advice that was too specific_comma_ because the best solution always has to come from that person themselves. My roommate ended up just focusing on himself as much as possible_comma_ diving into artistic endeavors_comma_ trying to work out_comma_ etc.,5|5|5_3|5|5,
